Test Group,Rack,host  IP,idrac ip,Model,Service tag,Hostname,sys_gen,Form,Slot,bios version,cpu_name,cpu family,memory,backplane,boss card info,perc info,perc version
,B15,,10.148.27.254,R750XS,90DR5K3,,15G,,8,1.3.8,Intel Xeon Silver 4316,Ice Lake,DDR4 DIMM,3.56,BOSS-S2,PERC H755 Front,2.5.13.4008
,B16,,10.148.21.229,C6520,DKJY2Q3,L0S32-DEL-WIN19,15G,,6,1.16.2,Intel Xeon Gold 6330,Ice Lake,DDR4 DIMM,4.36,,,
ESS-DR,B16,,10.148.21.243,R650,F9GKWP3,CVE-DEL-DEVDAN,15G,,10,1.16.99 [LTSSM],Intel Xeon Gold 6330,Ice Lake,DDR4 DIMM,7.1,,,
,B16,,10.148.21.248,R750XS,HNDC5K3,CVE-DELL-16-3,15G,,16,1.4.4,Intel Xeon Gold 6330,Ice Lake,DDR4 DIMM,3.57,,PERC H745 Front,
,B16,,10.148.21.246,R750XS,DXK1RN3,CVE-DELL-14-7,15G,,24,1.16.2,Intel Xeon Gold 6330,Ice Lake,DDR4 DIMM,7.1,,PERC S150 Controller/PERC H345 Front,51.16.0-4076
,B16,,10.148.21.247,R750,2N4NWP3,WIN-CQ8AR371F6R,15G,,24,1.16.2,Intel Xeon Silver 4310,Ice Lake,DDR4 DIMM,7.1,,PERC H755 Front,
,B16,,10.148.21.250,R7525,3NKWH63,CVE-DELL-14-3,15G,,24,1.5.5,AMD EPYC 7272,Rome,DDR4 DIMM,3.04,BOSS-S1,,
,B16,,10.148.21.249,R7525,3NKVH63,CVE-DELL-14-4,15G,,24,1.5.5,AMD EPYC 7272,Rome,DDR4 DIMM,3.04,BOSS-S1,,
,B16,,10.148.21.252,R7525,3NKXH63,CVE-DELL-14-1,15G,,24,1.5.5,AMD EPYC 7272,Rome,DDR4 DIMM,3.04,BOSS-S1,,
,B16,,10.148.21.233,C6520,BKJY2Q3,DELL-WIN19-14-8A,15G,,6,1.16.2,Intel Xeon Gold 6330,Ice Lake,DDR4 DIMM,4.36,,,
,B17,,10.148.52.219,C6620,9J1J7Y3,,16G,,4,1.3.2,Intel Xeon Gold 5420+,Sapphire Rapids,DDR5 DIMM,7.1,,,
,B17,,10.148.52.218,C6420,50HQ243,CVE-DELL-13-1a,14G,,6,2.9.3,Intel Xeon Silver 4116,Skylake,DDR4 DIMM,4.35,,,
,B17,,10.148.52.220,C6525,9SGY243,,15G,,6,1.2.7,AMD EPYC 7402,Rome,DDR4 DIMM,4.32,,PERC H345 Adapter,
,B17,,10.148.52.221,C6420,50HR243,CVE-DELL-13-02,14G,,6,2.6.3,Intel Xeon Silver 4116,Skylake,DDR4 DIMM,4.35,,,
,B17,,10.148.52.222,C6525,9SHP243,,15G,,6,1.2.7,AMD EPYC 7402,Rome,DDR4 DIMM,4.32,,PERC H345 Adapter,
,B17,,10.148.52.230,R7625,H6638Y3,,16G,,24,1.3.11,AMD EPYC 9224,Genoa,DDR5 DIMM,1.61,BOSS-N1 Monolithic,PERC H755 Front,2.1.13.2017
,B17,,10.148.52.228,R650XS,3XTMWP3,,15G,,8,1.5.4,Intel Xeon Gold 6330,Ice Lake,DDR4 DIMM,00.18.30,,PERC H755N Front,
,B17,,10.148.52.226,R740XD,80FGXK2,MVTDELL-06,14G,,24,1.3.7,Intel Xeon Gold 6128,Skylake,DDR4 DIMM,2.17,,PERC H740P Adapter,50.3.0-1022
,B17,,10.148.52.233,C6525,9SHN243,CVE-DELL-13-7b,15G,,6,1.2.7,AMD EPYC 7402,Rome,DDR4 DIMM,4.32,,PERC H345 Adapter,
,B17,,10.148.52.244,R7625,G6638Y3,WIN-HNFEB6C4ST7,16G,,24,1.6.10,AMD EPYC 9224,Genoa,DDR5 DIMM,1.61,BOSS-N1 Monolithic,PERC H755 Front,2.1.13.2017
,B17,,10.148.52.247,R760,J5B8704,B17S28-J5B8704,16G,,24,2.1.0,Intel Xeon Silver 4410Y,Sapphire Rapids,DDR5 DIMM,3.32,BOSS-N1 Monolithic,,
,B17,,10.148.52.231,R6525,89MG243,CVE-DELL-13-6,15G,,10,2.0.3,AMD EPYC 7402,Rome,DDR4 DIMM,3.04,,,
,B17,,10.148.52.236,R650XS,2XTMWP3,,15G,,8,1.5.4,Intel Xeon Gold 6330,Ice Lake,DDR4 DIMM,3.57,,PERC H755N Front,
,B17,,10.148.52.245,R760XD2,87BD8Y3,,16G,,26,1.4.4,Intel Xeon Gold 6426Y,Sapphire Rapids,DDR5 DIMM,7.1,,PERC H965i Adapter,
,B17,,10.148.52.252,R750XA,7RQ33Q3,WIN-6I0FRKOH63C,15G,,8,1.14.1,Intel Xeon Gold 6330,Ice Lake,DDR4 DIMM,3.57,,PERC H755N Front,
BVT(tmp),B17,,10.148.52.253,R6615,8MZ4704,,16G,,10,1.12.4,AMD EPYC 9124,Genoa,DDR5 DIMM,7.1,BOSS-N1 Monolithic,,
,B17,,10.148.52.250,C6525,9SGX243,CVE-DELL-13-7a,15G,,6,2.6.7,AMD EPYC 7402,Rome,DDR4 DIMM,4.36,,PERC H345 Adapter,
,B17,,10.148.52.251,R640,7JY4343,ssdrive-PowerEdge-R640,14G,,10,2.15.1,Intel Xeon Silver 4116,Skylake,DDR4 DIMM,2.52,,PERC H330 Mini,
RCI,B19,10.148.57.241,10.148.57.215,R7715,98HLZ84,98HLZ84-u2404,17G,,24,1.1.2,AMD EPYC 9355P,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,PERC H965i Front,2.2.13.2033
RCI/ESS-Hybrid,B19,10.148.57.218,10.148.57.219,R6715,5LFPZ84,b19s18-5lpz84,17G,,16,1.1.2,AMD EPYC 9555P,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,,
RCI,B19,10.148.57.221,10.148.57.222,R7725,J6CCZ84,j6ccz84-PowerEdge7725,17G,,8,1.1.3,AMD EPYC 9135,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,,
RCI,B19,10.148.57.220,http://10.148.57.223,R6725,2CKCZ84,b19-2ckcz84,17G,E3.S,8,1.2.4,AMD EPYC 9135,Turin,DDR5 DIMM,1.77,BOSS-N1 DC-MHS,,
RCI,B19,10.145.44.238,http://10.148.57.229,R7525,FD2XZC3,b19s25-fd2xzc3,15G,E3.S,16,2.16.3,AMD EPYC 7272,Rome,DDR4 DIMM,7.1,BOSS-N1 Monolithic,PERC H755N Front(Dual PERC),2.0.13.2008
,B19,10.148.57.235,10.148.57.236,R760,16B8704,B19-DELL-16B870,16G,U.2,24,2.3.5,Intel Xeon Silver 4410Y,Sapphire Rapids,DDR5 DIMM,3.32,BOSS-N1 Monolithic,,
RCI/ESS-Hybrid,B19,10.148.57.238,http://10.148.57.240,R6615,9MZ4704,9mz4704-r6615-u24,16G,U.2,10,1.12.4,AMD EPYC 9124,Genoa,DDR5 DIMM,7.1,BOSS-N1 Monolithic,,
RCI/Falcon,B19,10.148.57.238,http://10.148.57.241,R760,9220XX3,esx7-vsan-dtest-1b.micron.com,16G,U.2,24,2.6.3,Intel Xeon Gold 6430,Sapphire Rapids,DDR5 DIMM,7.1,,PERC S160 Controller,
RCI/Falcon,B19,10.148.57.237,http://10.148.57.244,R760,BP8DH04,b19s11-bp8dh04-u2204,16G,E3.S,16,2.6.5,Intel Xeon Gold 6430,Sapphire Rapids,DDR5 DIMM,1.75,BOSS-N1 Monolithic,,
RCI/ESS-Hybrid,B19,10.148.57.249,http://10.148.57.239,R660,GZ70XX3,b19s20-r660-rhel96.micron.com,16G,E3.S,16,2.1.0,Intel Xeon Gold 6430,Sapphire Rapids,DDR5 DIMM,7.1,BOSS-S1,PERC S160 Controller,2.5.13.3024
RCI,B19,10.148.57.227,http://10.148.57.242,R7625,D77J7Y3,b19s13-D77J7Y3,16G,U.2,24,1.12.4,AMD EPYC 9224,Genoa,DDR5 DIMM,1.61,BOSS-N1 Monolithic,PERC H965i Front,2.1.13.2033
RCI/Falcon,B19,10.148.57.225,http://10.148.57.226,R670,1P00L84,b19s-1P00L84,17G,E3.S,8,1.3.2,Intel Xeon 6710E,Sierra Forest,DDR5 DIMM,1.77,,,
RCI,B19,10.148.57.234,http://10.148.57.245,R770,9LMRK84,WIN-15SCV8EFDSD,17G,E3.S,16,1.2.6,Intel Xeon 6746E,Sierra Forest,DDR5 DIMM,1.72,,,
RCI,B19,10.148.57.217,10.148.57.243,R7715,FFHLZ84,b19s28-del-u2204,17G,,16,1.1.2,AMD EPYC 9555P,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,,
RCI,B19,10.148.57.230,http://10.148.57.251,R6625,FD8DH04,b19s24-fd8dh04-u2204,16G,E3.S,14,1.12.4,AMD EPYC 9224,Genoa,DDR5 DIMM,7.1,BOSS-N1 Monolithic,,
RCI/Falcon,B19,10.148.57.233,http://10.148.57.248,R770,8LMRK84,b19s01-8lmrk84 ,17G,U.2,8,1.3.2,Intel Xeon 6710E,Sierra Forest,DDR5 DIMM,1.77,,,
RCI,B19,10.148.57.216,http://10.148.57.250,R670,1KMRK84,b19s5-1kmrk84-u2404,17G,U.2,8,1.2.6,Intel Xeon 6710E,Sierra Forest,DDR5 DIMM,1.72,,PERC H965i Front,
RCI/ESS-Hybrid,B19,10.148.57.251,http://10.148.57.252,R670,JJMRK84,cve-dell-b19-7,17G,U.2,8,1.3.2,Intel Xeon 6710E,Sierra Forest,DDR5 DIMM,1.77,,,
RCI,B19,10.148.57.231,http://10.148.57.247,R770,CLMRK84,b19s03-clmrk84,17G,U.2,8,1.2.6,Intel Xeon 6710E,Sierra Forest,DDR5 DIMM,1.72,,PERC H965i Front,
,B20,,10.148.65.243,R740XD,F041CM2,WIN-RQKAJPCJRNK,14G,,24,2.21.2,Intel Xeon Gold 5118,Skylake,DDR4 DIMM,4.35,BOSS-S1,,
Performance,B20,,10.148.65.222,R7725,3DN3DB4,MINWINPC,17G,,8,1.1.3,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,,
Performance,B20,,10.148.65.221,R7725,2DN3DB4,MINWINPC,17G,,8,1.2.4,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,,
Performance,B20,,10.148.65.223,R7725,CDN3DB4,MINWINPC,17G,,8,1.2.4,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,,
Performance,B20,,10.148.65.224,R7725,8DN3DB4,MINWINPC,17G,,8,1.2.4,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,,
Performance,B20,,10.148.65.227,R7725,9DN3DB4,MINWINPC,17G,,8,1.2.4,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,,
Performance,B20,,10.148.65.225,R7725,4DN3DB4,MINWINPC,17G,,8,1.2.4,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,,
Performance,B20,,10.148.65.228,R7725,6DN3DB4,MINWINPC,17G,,8,1.2.4,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,,
Performance,B20,,10.148.65.226,R7725,5DN3DB4,MINWINPC,17G,,8,1.2.4,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,,
Performance,B20,,10.148.65.241,R7725,69Z1DB4,MINWINPC,17G,,24,1.1.3,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,,PERC H365i Adapter,
Performance,B20,,10.148.65.230,R7725,7DN3DB4,MINWINPC,17G,,8,1.2.4,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,,
Performance,B20,,10.148.65.229,R7725,BDN3DB4,MINWINPC,17G,,8,1.2.4,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,,
Performance,B20,,10.148.65.244,R7725,2BZ1DB4,MINWINPC,17G,,24,1.1.3,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,PERC H365i Adapter,2.2.13.2033
Performance,B20,,10.148.65.245,R7725,98W1DB4,MINWINPC,17G,,24,1.2.4,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,,PERC H365i Adapter,
Performance,B20,,10.148.65.247,R7725,68W1DB4,MINWINPC,17G,,24,1.2.4,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,,PERC H365i Adapter,
Performance,B20,,10.148.65.250,R7725,J9Z1DB4,MINWINPC,17G,,24,1.2.4,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,PERC H365i Adapter,2.2.13.2033
Performance,B20,,10.148.65.252,R7725,78W1DB4,MINWINPC,17G,,24,1.1.3,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,,PERC H365i Adapter,
Performance,B20,,10.148.65.246,R7725,1BZ1DB4,MINWINPC,17G,,24,1.2.4,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,PERC H365i Adapter,2.2.13.2033
Performance,B20,,10.148.65.249,R7725,88W1DB4,MINWINPC,17G,,24,1.2.4,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,,PERC H365i Adapter,
Performance,B20,,10.148.65.248,R7725,G9Z1DB4,MINWINPC,17G,,24,1.2.4,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,PERC H365i Adapter,2.2.13.2033
Performance,B20,,10.148.65.251,R7725,H9Z1DB4,MINWINPC,17G,,24,1.2.4,AMD EPYC 9255,Turin,DDR5 DIMM,1.72,BOSS-N1 DC-MHS,PERC H365i Adapter,2.2.13.2033
ESS-DR,B21,,10.148.99.251,R750,4N4NWP3,D21S06-4N4WP3,15G,,24,1.17.2,Intel Xeon Gold 6330,Ice Lake,DDR4 DIMM,7.1,,PERC H755 Front,
,B23,,10.148.100.237,R740XD,B74WCP2,CVE-DELL-2-16,14G,,24,2.6.4,Intel Xeon Gold 5118,Skylake,DDR4 DIMM,2.46,,PERC H740P Adapter,
,B23,,10.148.100.238,R640,6R7QCP2,,14G,,9,2.6.4,Intel Xeon Gold 5118,Skylake,DDR4 DIMM,2.46,,,
,B23,,10.148.100.242,R740,42XBXK2,CVE-DELL-2-9.micron.com,14G,,8,2.18.1,Intel Xeon Bronze 3104,Skylake,DDR4 DIMM,4.35,,PERC H730P Mini,
,B23,,10.148.100.239,R640,D87CXK2,,14G,,4,2.6.4,Intel Xeon Bronze 3104,Skylake,DDR4 DIMM,4.35,,PERC H740P Mini,
,B23,,10.148.100.244,R740XD,D81HXK2,WIN-DAA9R65N6UP,14G,,24,2.6.4,Intel Xeon Bronze 3104,Skylake,DDR4 DIMM,2.46,,PERC H740P Mini,
,B23,,10.148.100.241,R740,42WDXK2,,14G,,0,2.6.4,Intel Xeon Bronze 3104,Skylake,DDR4 DIMM,,,,
,B23,,10.148.100.246,R640,9P0GXK2,MINWINPC,14G,,0,2.11.2,Intel Xeon Bronze 3104,Skylake,DDR4 DIMM,,BOSS-S1,,
,B23,,10.148.100.243,R740,42XGXK2,,14G,,16,2.6.4,Intel Xeon Bronze 3104,Skylake,DDR4 DIMM,2.46,,PERC H740P Mini,
,B23,,10.148.100.245,R940,D64SXK2,CVE-DELL-2-7.micron.com,14G,,24,2.6.4,Intel Xeon Gold 5115,Skylake,DDR4 DIMM,2.46,,PERC S140 Controller/PERC H740P Adapter,50.9.4-3025
,B23,,10.148.100.248,R440,B9W08M2,CVE-DELL-1-23,14G,,0,2.6.3,Intel Xeon Gold 5118,Skylake,DDR4 DIMM,,,,
,B23,,10.148.100.250,R740XD,D83BXK2,WIN-21GS70VRHRJ,14G,,17,2.6.4,Intel Xeon Bronze 3104,Skylake,DDR4 DIMM,2.46,,,
,B23,,10.148.100.252,R740,42X9XK2,,14G,,0,2.6.4,Intel Xeon Bronze 3104,Skylake,DDR4 DIMM,,,,
